State_Name,Crop_Year,Season,Crop,Area,Production,crop_productivity
Himachal Pradesh,2003,Kharif     ,Rice,81335,120624,1.483051577
Himachal Pradesh,2003,Rabi       ,Wheat,365359,496930,1.360114299
Himachal Pradesh,2004,Kharif     ,Bajra,281,150,0.533807829
Himachal Pradesh,2004,Kharif     ,Maize,297887,636294,2.136024734
Himachal Pradesh,2004,Kharif     ,Rice,79519,109129,1.372363838
Himachal Pradesh,2004,Rabi       ,Wheat,367770,687452,1.869244365
Himachal Pradesh,2005,Kharif     ,Arhar/Tur,43,20,0.465116279
Himachal Pradesh,2005,Kharif     ,Bajra,304,144,0.473684211
Himachal Pradesh,2005,Kharif     ,Dry chillies,600,130,0.216666667
Himachal Pradesh,2005,Kharif     ,Groundnut,63,34,0.53968254
Himachal Pradesh,2005,Kharif     ,Maize,295351,543061,1.838697008
Himachal Pradesh,2005,Kharif     ,Moong(Green Gram),381,159,0.417322835
Himachal Pradesh,2005,Kharif     ,Ragi,3323,3409,1.025880229
Himachal Pradesh,2005,Kharif     ,Rice,79366,112139,1.41293501
Himachal Pradesh,2005,Kharif     ,Soyabean,580,820,1.413793103
Himachal Pradesh,2005,Kharif     ,Turmeric,147,89,0.605442177
Himachal Pradesh,2005,Rabi       ,Garlic,2986,1965,0.658070998
Himachal Pradesh,2005,Rabi       ,Masoor,738,141,0.191056911
Himachal Pradesh,2005,Rabi       ,Onion,829,4045,4.879372738
Himachal Pradesh,2005,Rabi       ,Wheat,358453,365885,1.020733541
Himachal Pradesh,2006,Kharif     ,Arhar/Tur,150,51,0.34
Himachal Pradesh,2006,Kharif     ,Bajra,360,181,0.502777778
Himachal Pradesh,2006,Kharif     ,Dry chillies,623,158,0.253611557
Himachal Pradesh,2006,Kharif     ,Groundnut,105,80,0.761904762
Himachal Pradesh,2006,Kharif     ,Maize,299037,695376,2.325384484
Himachal Pradesh,2006,Kharif     ,Moong(Green Gram),452,202,0.446902655
Himachal Pradesh,2006,Kharif     ,Ragi,2950,3158,1.070508475
Himachal Pradesh,2006,Kharif     ,Rice,79206,123485,1.559035932
Himachal Pradesh,2006,Kharif     ,Soyabean,638,1073,1.681818182
Himachal Pradesh,2006,Kharif     ,Turmeric,187,99,0.529411765
Himachal Pradesh,2006,Rabi       ,Garlic,2932,2490,0.849249659
Himachal Pradesh,2006,Rabi       ,Masoor,727,397,0.54607978
Himachal Pradesh,2006,Rabi       ,Onion,893,7617,8.529675252
Himachal Pradesh,2006,Rabi       ,Wheat,362245,596493,1.646656269
Himachal Pradesh,2007,Kharif     ,Arhar/Tur,49,17,0.346938776
Himachal Pradesh,2007,Kharif     ,Dry chillies,669,254,0.379671151
Himachal Pradesh,2007,Kharif     ,Groundnut,97,94,0.969072165
Himachal Pradesh,2007,Kharif     ,Maize,300150,682615,2.27424621
Himachal Pradesh,2007,Kharif     ,Masoor,607,352,0.579901153
Himachal Pradesh,2007,Kharif     ,Moong(Green Gram),685,324,0.472992701
Himachal Pradesh,2007,Kharif     ,Potato,13583,123839,9.11720533
Himachal Pradesh,2007,Kharif     ,Ragi,1845,2489,1.349051491
Himachal Pradesh,2007,Kharif     ,Rice,78571,121453,1.545773886
Himachal Pradesh,2007,Kharif     ,Soyabean,626,1052,1.680511182
Himachal Pradesh,2007,Kharif     ,Sugarcane,2697,58442,21.66926214
Himachal Pradesh,2007,Kharif     ,Turmeric,142,72,0.507042254
Himachal Pradesh,2007,Rabi       ,Garlic,4299,5486,1.276110723
Himachal Pradesh,2007,Rabi       ,Onion,823,7036,8.549210207
Himachal Pradesh,2007,Rabi       ,Wheat,366592,504360,1.375807437
Himachal Pradesh,2008,Kharif     ,Arhar/Tur,15,2,0.133333333
Himachal Pradesh,2008,Kharif     ,Bajra,203,113,0.556650246
Himachal Pradesh,2008,Kharif     ,Dry chillies,640,199,0.3109375
Himachal Pradesh,2008,Kharif     ,Groundnut,81,66,0.814814815
Himachal Pradesh,2008,Kharif     ,Maize,297718,676644,2.27276819
Himachal Pradesh,2008,Kharif     ,Moong(Green Gram),109,45,0.412844037
Himachal Pradesh,2008,Kharif     ,Potato,7954,78928,9.923057581
Himachal Pradesh,2008,Kharif     ,Ragi,2273,2442,1.074351078
Himachal Pradesh,2008,Kharif     ,Rice,77709,118277,1.522050213
Himachal Pradesh,2008,Kharif     ,Soyabean,738,1235,1.673441734
Himachal Pradesh,2008,Kharif     ,Sugarcane,2338,53068,22.69803251
Himachal Pradesh,2008,Kharif     ,Turmeric,208,110,0.528846154
Himachal Pradesh,2008,Rabi       ,Garlic,4036,1246,0.308721506
Himachal Pradesh,2008,Rabi       ,Masoor,661,215,0.32526475
Himachal Pradesh,2008,Rabi       ,Onion,776,4611,5.942010309
Himachal Pradesh,2008,Rabi       ,Potato,3889,24702,6.351761378
Himachal Pradesh,2008,Rabi       ,Wheat,359961,381180,1.058948053
Himachal Pradesh,2010,Kharif     ,Arhar/Tur,9,3,0.333333333
Himachal Pradesh,2010,Kharif     ,Bajra,208,111,0.533653846
Himachal Pradesh,2010,Kharif     ,Garlic,3,4,1.333333333
Himachal Pradesh,2010,Kharif     ,Groundnut,66,49,0.742424242
Himachal Pradesh,2010,Kharif     ,Maize,296370,670900,2.263724399
Himachal Pradesh,2010,Kharif     ,Moong(Green Gram),436,205,0.470183486
Himachal Pradesh,2010,Kharif     ,Potato,7258,61107,8.419261505
Himachal Pradesh,2010,Kharif     ,Ragi,2321,2110,0.909090909
Himachal Pradesh,2010,Kharif     ,Rice,77064,128917,1.672856327
Himachal Pradesh,2010,Kharif     ,Soyabean,584,836,1.431506849
Himachal Pradesh,2010,Rabi       ,Garlic,1458,1601,1.098079561
Himachal Pradesh,2010,Rabi       ,Masoor,606,353,0.582508251
Himachal Pradesh,2010,Rabi       ,Onion,831,7494,9.018050542
Himachal Pradesh,2010,Rabi       ,Potato,3823,31098,8.134449385
Himachal Pradesh,2010,Rabi       ,Wheat,357244,614891,1.721207354
Karnataka,2000,Kharif     ,Arhar/Tur,582763,263533,0.452212992
Karnataka,2000,Kharif     ,Bajra,461048,340498,0.738530478
Karnataka,2000,Kharif     ,Groundnut,883611,881807,0.997958378
Karnataka,2000,Kharif     ,Maize,599893,1961879,3.270381551
Karnataka,2000,Kharif     ,Moong(Green Gram),435355,180709,0.415084242
Karnataka,2000,Kharif     ,Ragi,983456,1788947,1.819041218
Karnataka,2000,Kharif     ,Rice,1120549,2792657,2.492222116
Karnataka,2000,Kharif     ,Soyabean,62553,65266,1.043371221
Karnataka,2000,Kharif     ,Sunflower,188140,100627.1,0.534852238
Karnataka,2000,Rabi       ,Bajra,160,129,0.80625
Karnataka,2000,Rabi       ,Groundnut,179804,199299,1.108423617
Karnataka,2000,Rabi       ,Maize,57797,142674,2.468536429
Karnataka,2000,Rabi       ,Moong(Green Gram),15474,4147,0.267997932
Karnataka,2000,Rabi       ,Ragi,28464,25009,0.878618606
Karnataka,2000,Rabi       ,Rice,52005,106335,2.04470724
Karnataka,2000,Rabi       ,Sunflower,261152,110005,0.421229782
Karnataka,2000,Rabi       ,Wheat,266310,249880,0.938304983
Karnataka,2001,Kharif     ,Arhar/Tur,482100,147437,0.305822443
Karnataka,2001,Kharif     ,Bajra,208213,111091,0.533544976
Karnataka,2001,Kharif     ,Groundnut,854741,585707,0.685245004
Karnataka,2001,Kharif     ,Maize,505574,1274858,2.521605146
Karnataka,2001,Kharif     ,Moong(Green Gram),251332,65336,0.259958939
Karnataka,2001,Kharif     ,Ragi,903752,1478594,1.636061663
Karnataka,2001,Kharif     ,Rice,1087967,2393946,2.200384754
Karnataka,2001,Kharif     ,Soyabean,48444,40217,0.830175047
Karnataka,2001,Kharif     ,Sunflower,124184,59516,0.479256587
Karnataka,2001,Rabi       ,Bajra,442,221,0.5
Karnataka,2001,Rabi       ,Maize,65189,152769,2.343478194
Karnataka,2001,Rabi       ,Moong(Green Gram),7111,2090,0.293910842
Karnataka,2001,Rabi       ,Ragi,40407,46560,1.152275596
Karnataka,2001,Rabi       ,Rice,53480,99699,1.864229619
Karnataka,2001,Rabi       ,Sunflower,418198,168890,0.403851764
Karnataka,2001,Rabi       ,Wheat,260486,198822,0.763273266
Karnataka,2002,Kharif     ,Arhar/Tur,513749,240665,0.4684486
Karnataka,2002,Kharif     ,Bajra,303868,119475,0.393180592
Karnataka,2002,Kharif     ,Groundnut,716940,393733,0.549185427
Karnataka,2002,Kharif     ,Maize,578711,1165155,2.013362456
Karnataka,2002,Kharif     ,Moong(Green Gram),402442,26399,0.06559703
Karnataka,2002,Kharif     ,Ragi,680801,646398,0.949466878
Karnataka,2002,Kharif     ,Rice,1030464,2103709,2.041516249
Karnataka,2002,Kharif     ,Soyabean,57543,47760,0.829988009
Karnataka,2002,Kharif     ,Sunflower,298271,136481,0.457573817
Karnataka,2002,Rabi       ,Bajra,271,215,0.793357934
Karnataka,2002,Rabi       ,Groundnut,126977,145254,1.143939454
Karnataka,2002,Rabi       ,Maize,59503,149203,2.507487017
Karnataka,2002,Rabi       ,Moong(Green Gram),10484,1831,0.174647081
Karnataka,2002,Rabi       ,Ragi,79418,60139,0.757246468
Karnataka,2002,Rabi       ,Rice,50456,102312,2.027746948
Karnataka,2002,Rabi       ,Sunflower,543248,216128,0.397844079
Karnataka,2002,Rabi       ,Wheat,246855,147748,0.598521399
Karnataka,2003,Kharif     ,Arhar/Tur,532251,199627,0.375061766
Karnataka,2003,Kharif     ,Bajra,318328,191079,0.600258224
Karnataka,2003,Kharif     ,Groundnut,677779,294577,0.43462102
Karnataka,2003,Kharif     ,Maize,545546,1066107,1.954201845
Karnataka,2003,Kharif     ,Moong(Green Gram),264392,39470,0.149285909
Karnataka,2003,Kharif     ,Ragi,926430,1103578,1.191215742
Karnataka,2003,Kharif     ,Rice,944272,2100123,2.224065735
Karnataka,2003,Kharif     ,Soyabean,93904,45255,0.481928352
Karnataka,2003,Kharif     ,Sunflower,360264,165177,0.458488775
Karnataka,2003,Rabi       ,Bajra,117,105,0.897435897
Karnataka,2003,Rabi       ,Groundnut,139464,138901,0.995963116
Karnataka,2003,Rabi       ,Maize,64199,123529,1.924157697
Karnataka,2003,Rabi       ,Moong(Green Gram),8380,2451,0.2924821
Karnataka,2003,Rabi       ,Ragi,65271,13707,0.210001379
Karnataka,2003,Rabi       ,Rice,54629,158046,2.893078768
Karnataka,2003,Rabi       ,Sunflower,737406,179533,0.243465608
Karnataka,2003,Rabi       ,Wheat,231994,96150,0.414450374
Karnataka,2004,Kharif     ,Arhar/Tur,562127,291113,0.517877633
Karnataka,2004,Kharif     ,Bajra,442372,264203,0.597241688
Karnataka,2004,Kharif     ,Groundnut,812826,538320,0.662281964
Karnataka,2004,Kharif     ,Maize,783835,2310082,2.947153419
Karnataka,2004,Kharif     ,Moong(Green Gram),517592,81212,0.156903507
Karnataka,2004,Kharif     ,Ragi,840781,1571399,1.868975393
Karnataka,2004,Kharif     ,Rice,1055061,2627558.01,2.490432316
Karnataka,2004,Kharif     ,Soyabean,159031,99535,0.625884262
Karnataka,2004,Kharif     ,Sunflower,601981,262686,0.436369254
Karnataka,2004,Rabi       ,Bajra,222,200,0.900900901
Karnataka,2004,Rabi       ,Groundnut,155751,145766,0.935891262
Karnataka,2004,Rabi       ,Maize,57478,171589,2.985298723
Karnataka,2004,Rabi       ,Moong(Green Gram),5792,1412,0.24378453
Karnataka,2004,Rabi       ,Ragi,44613,30621,0.686369444
Karnataka,2004,Rabi       ,Rice,43861,144235,3.288456716
Karnataka,2004,Rabi       ,Sunflower,623217,235635,0.378094628
Karnataka,2004,Rabi       ,Wheat,241991,206296,0.852494514
Karnataka,2005,Kharif     ,Arhar/Tur,599884,407832,0.679851438
Karnataka,2005,Kharif     ,Bajra,429889,389420,0.905861746
Karnataka,2005,Kharif     ,Dry chillies,116047,84364,0.726981309
Karnataka,2005,Kharif     ,Groundnut,867704,445749,0.513710897
Karnataka,2005,Kharif     ,Maize,842243,2486900,2.952710797
Karnataka,2005,Kharif     ,Moong(Green Gram),393240,96325,0.244952192
Karnataka,2005,Kharif     ,Onion,136344,759619,5.571341607
Karnataka,2005,Kharif     ,Potato,67623,226399,3.347958535
Karnataka,2005,Kharif     ,Ragi,883984,1551359,1.75496276
Karnataka,2005,Kharif     ,Rice,1075993,2770413,2.574750022
Karnataka,2005,Kharif     ,Soyabean,133445,74802,0.560545543
Karnataka,2005,Kharif     ,Sunflower,661178,273972,0.414369504
Karnataka,2005,Rabi       ,Bajra,78,104,1.333333333
Karnataka,2005,Rabi       ,Dry chillies,2911,4729,1.624527654
Karnataka,2005,Rabi       ,Groundnut,172368,150118,0.870915715
Karnataka,2005,Rabi       ,Maize,81621,282618,3.462564781
Karnataka,2005,Rabi       ,Moong(Green Gram),7658,2255,0.294463306
Karnataka,2005,Rabi       ,Onion,10900,112992,10.36623853
Karnataka,2005,Rabi       ,Potato,5416,97924,18.08050222
Karnataka,2005,Rabi       ,Ragi,46323,86771,1.873173154
Karnataka,2005,Rabi       ,Rice,44944,97483,2.168988074
Karnataka,2005,Rabi       ,Sunflower,722784,359821,0.49782646
Karnataka,2005,Rabi       ,Wheat,252588,226369,0.896198553
Karnataka,2006,Kharif     ,Arhar/Tur,595697,262673,0.440950685
Karnataka,2006,Kharif     ,Bajra,386456,161903,0.418942907
Karnataka,2006,Kharif     ,Groundnut,617992,211868,0.342832917
Karnataka,2006,Kharif     ,Maize,865850,2354023,2.718742276
Karnataka,2006,Kharif     ,Moong(Green Gram),440724,50943,0.115589348
Karnataka,2006,Kharif     ,Ragi,554193,584337,1.054392603
Karnataka,2006,Kharif     ,Rice,1066981,2723038,2.552096054
Karnataka,2006,Kharif     ,Soyabean,131139,97209,0.7412669
Karnataka,2006,Kharif     ,Sunflower,595080,168016,0.28234187
Karnataka,2006,Rabi       ,Bajra,44,43,0.977272727
Karnataka,2006,Rabi       ,Groundnut,145532,115262,0.792004508
Karnataka,2006,Rabi       ,Maize,78902,237039,3.004220425
Karnataka,2006,Rabi       ,Moong(Green Gram),9041,2729,0.301847141
Karnataka,2006,Rabi       ,Ragi,57571,65934,1.145264109
Karnataka,2006,Rabi       ,Rice,44063,99796,2.264848058
Karnataka,2006,Rabi       ,Sunflower,583983,175417,0.300380319
Karnataka,2006,Rabi       ,Wheat,269494,223806,0.830467469
Karnataka,2007,Kharif     ,Arhar/Tur,681136,451013,0.662148235
Karnataka,2007,Kharif     ,Bajra,429832,332790,0.774232723
Karnataka,2007,Kharif     ,Dry chillies,126372,113828,0.900737505
Karnataka,2007,Kharif     ,Groundnut,736971,538923,0.73126758
Karnataka,2007,Kharif     ,Maize,1015117,2950506,2.90656742
Karnataka,2007,Kharif     ,Moong(Green Gram),520630,117008,0.2247431
Karnataka,2007,Kharif     ,Onion,165668,987538,5.960945988
Karnataka,2007,Kharif     ,Potato,54981,181310,3.297684655
Karnataka,2007,Kharif     ,Ragi,786831,1290262,1.639821003
Karnataka,2007,Kharif     ,Rice,1051466,2791181,2.654561346
Karnataka,2007,Kharif     ,Soyabean,113190,92249,0.814992491
Karnataka,2007,Kharif     ,Sunflower,507505,239674,0.472259387
Karnataka,2007,Rabi       ,Bajra,439,506,1.15261959
Karnataka,2007,Rabi       ,Dry chillies,4273,7457,1.745143927
Karnataka,2007,Rabi       ,Groundnut,171231,152785,0.892274179
Karnataka,2007,Rabi       ,Maize,77654,260972,3.360702604
Karnataka,2007,Rabi       ,Moong(Green Gram),9402,3069,0.326419911
Karnataka,2007,Rabi       ,Onion,11727,98738,8.419715187
Karnataka,2007,Rabi       ,Potato,2957,36386,12.30503889
Karnataka,2007,Rabi       ,Ragi,37759,60891,1.612622156
Karnataka,2007,Rabi       ,Rice,40325,86756,2.151419715
Karnataka,2007,Rabi       ,Sunflower,469020,203696,0.434301309
Karnataka,2007,Rabi       ,Wheat,275583,280384,1.017421249
Karnataka,2008,Kharif     ,Arhar/Tur,596622,313730,0.525843834
Karnataka,2008,Kharif     ,Bajra,264170,179509,0.679520763
Karnataka,2008,Kharif     ,Dry chillies,109185,101341,0.92815863
Karnataka,2008,Kharif     ,Groundnut,694390,276049,0.397541727
Karnataka,2008,Kharif     ,Maize,932901,2549564,2.732941652
Karnataka,2008,Kharif     ,Moong(Green Gram),266386,36587,0.137345806
Karnataka,2008,Kharif     ,Onion,117822,611170,5.187231587
Karnataka,2008,Kharif     ,Potato,67728,128436,1.896350106
Karnataka,2008,Kharif     ,Ragi,797944,1167342,1.462937249
Karnataka,2008,Kharif     ,Rice,1129883,2906760.07,2.572620413
Karnataka,2008,Kharif     ,Soyabean,134183,92556,0.689774413
Karnataka,2008,Kharif     ,Sunflower,441753,196320,0.444411243
Karnataka,2008,Rabi       ,Bajra,354,331,0.935028249
Karnataka,2008,Rabi       ,Dry chillies,5903,10002,1.694392682
Karnataka,2008,Rabi       ,Groundnut,155886,121999,0.782616784
Karnataka,2008,Rabi       ,Maize,107533,319095,2.967414654
Karnataka,2008,Rabi       ,Moong(Green Gram),8293,2120,0.255637284
Karnataka,2008,Rabi       ,Onion,13415,89581,6.677674245
Karnataka,2008,Rabi       ,Potato,6060,87080,14.36963696
Karnataka,2008,Rabi       ,Ragi,34210,47819,1.397807659
Karnataka,2008,Rabi       ,Rice,40982,89072,2.173441999
Karnataka,2008,Rabi       ,Sunflower,517061,184013,0.355882575
Karnataka,2008,Rabi       ,Wheat,268600,257181,0.957486969
Karnataka,2009,Kharif     ,Arhar/Tur,604305,279760,0.462945036
Karnataka,2009,Kharif     ,Bajra,304229,130201,0.427970378
Karnataka,2009,Kharif     ,Groundnut,609042,289045,0.474589601
Karnataka,2009,Kharif     ,Maize,1108434,2585194,2.332294029
Karnataka,2009,Kharif     ,Moong(Green Gram),370345,45514,0.122896218
Karnataka,2009,Kharif     ,Onion,174311,615452,3.530769716
Karnataka,2009,Kharif     ,Potato,28305,175087,6.185726903
Karnataka,2009,Kharif     ,Ragi,728828,1136495,1.559345964
Karnataka,2009,Kharif     ,Rice,1102221,2734835.71,2.481204504
Karnataka,2009,Kharif     ,Soyabean,183688,82396,0.448564958
Karnataka,2009,Kharif     ,Sunflower,389147,111835,0.287384973
Karnataka,2009,Rabi       ,Bajra,124,138,1.112903226
Karnataka,2009,Rabi       ,Dry chillies,6354,18944,2.981429021
Karnataka,2009,Rabi       ,Groundnut,208508,168308,0.807201642
Karnataka,2009,Rabi       ,Maize,103702,262272,2.529092978
Karnataka,2009,Rabi       ,Moong(Green Gram),8958,2349,0.262223711
Karnataka,2009,Rabi       ,Onion,13815,81847,5.924502353
Karnataka,2009,Rabi       ,Potato,5890,86967,14.76519525
Karnataka,2009,Rabi       ,Ragi,27562,44924,1.629925259
Karnataka,2009,Rabi       ,Rice,37747,84636,2.242191432
Karnataka,2009,Rabi       ,Sunflower,376475,114919,0.305250017
Karnataka,2009,Rabi       ,Wheat,283427,263877,0.931022803
Karnataka,2010,Kharif     ,Arhar/Tur,891525,522540,0.58611929
Karnataka,2010,Kharif     ,Bajra,307977,291109,0.945229676
Karnataka,2010,Kharif     ,Dry chillies,99759,82155,0.823534719
Karnataka,2010,Kharif     ,Groundnut,658739,432075,0.655912281
Karnataka,2010,Kharif     ,Maize,1139899,3908386,3.428712544
Karnataka,2010,Kharif     ,Moong(Green Gram),390821,107597,0.27531018
Karnataka,2010,Kharif     ,Onion,143154,893739,6.243199631
Karnataka,2010,Kharif     ,Potato,32843,249472,7.595895625
Karnataka,2010,Kharif     ,Ragi,733345,1409869,1.922518051
Karnataka,2010,Kharif     ,Rice,1129304,3192746,2.827180281
Karnataka,2010,Kharif     ,Soyabean,168075,147777,0.879232485
Karnataka,2010,Kharif     ,Sunflower,193955,97869,0.504596427
Karnataka,2010,Rabi       ,Bajra,160,136,0.85
Karnataka,2010,Rabi       ,Dry chillies,6608,17951,2.71655569
Karnataka,2010,Rabi       ,Groundnut,187013,168264,0.899744938
Karnataka,2010,Rabi       ,Maize,115803,321962,2.780256125
Karnataka,2010,Rabi       ,Moong(Green Gram),10263,2702,0.263275845
Karnataka,2010,Rabi       ,Onion,14430,98814,6.847817048
Karnataka,2010,Rabi       ,Potato,5944,69194,11.6409825
Karnataka,2010,Rabi       ,Ragi,45898,71598,1.559937252
Karnataka,2010,Rabi       ,Rice,49700,117501,2.364205231
Karnataka,2010,Rabi       ,Sunflower,193178,98783,0.511357401
Karnataka,2010,Rabi       ,Wheat,254755,300237,1.178532315
Kerala,2000,Kharif     ,Groundnut,3677,2733,0.743268969
Kerala,2000,Kharif     ,Ragi,1955,1582,0.809207161
Kerala,2001,Kharif     ,Groundnut,2437,1812,0.743537136
Kerala,2001,Kharif     ,Ragi,1947,1575,0.808936826
Kerala,2002,Kharif     ,Groundnut,2422,1801,0.74360033
Kerala,2002,Kharif     ,Ragi,1320,1068,0.809090909
Kerala,2003,Kharif     ,Groundnut,2687,1988,0.739858578
Kerala,2003,Kharif     ,Ragi,1504,1217,0.809175532
Kerala,2004,Kharif     ,Groundnut,1346,996,0.739970282
Kerala,2004,Kharif     ,Ragi,1383,1119,0.809110629
Kerala,2005,Kharif     ,Groundnut,3299,2441,0.739921188
Kerala,2005,Kharif     ,Ragi,414,335,0.809178744
Kerala,2006,Kharif     ,Groundnut,2813,2081,0.739779595
Kerala,2006,Kharif     ,Ragi,516,417,0.808139535
Kerala,2007,Kharif     ,Groundnut,2911,2154,0.739951907
Kerala,2007,Kharif     ,Ragi,266,216,0.812030075
Kerala,2008,Kharif     ,Groundnut,1733,1282,0.739757646
Kerala,2008,Kharif     ,Ragi,608,492,0.809210526
Kerala,2009,Kharif     ,Groundnut,1340,992,0.740298507
Kerala,2009,Kharif     ,Ragi,293,236,0.805460751
Madhya Pradesh,2000,Kharif     ,Arhar/Tur,308981,206397,0.66799253
Madhya Pradesh,2000,Kharif     ,Bajra,164003,204348,1.246001598
Madhya Pradesh,2000,Kharif     ,Groundnut,211515,222725,1.052998605
Madhya Pradesh,2000,Kharif     ,Maize,829299,1209947,1.458999709
Madhya Pradesh,2000,Kharif     ,Ragi,1783,662.2,0.371396523
Madhya Pradesh,2000,Kharif     ,Rice,1697346,975274,0.574587621
Madhya Pradesh,2000,Kharif     ,Soyabean,4461676,3422105,0.76699989
Madhya Pradesh,2000,Kharif     ,Sunflower,3175,1122.1,0.353417323
Madhya Pradesh,2000,Rabi       ,Wheat,3299120,4861992,1.473723902
Madhya Pradesh,2001,Kharif     ,Arhar/Tur,301498,246625,0.817998793
Madhya Pradesh,2001,Kharif     ,Bajra,161727,204585,1.265002133
Madhya Pradesh,2001,Kharif     ,Groundnut,214053,238883,1.115999309
Madhya Pradesh,2001,Kharif     ,Maize,843065,1672641,1.984000047
Madhya Pradesh,2001,Kharif     ,Ragi,508,135,0.265748031
Madhya Pradesh,2001,Kharif     ,Rice,1766150,1685799,0.954504997
Madhya Pradesh,2001,Kharif     ,Soyabean,4435868,3726129,0.839999973
Madhya Pradesh,2001,Kharif     ,Sunflower,2035,905.01,0.444722359
Madhya Pradesh,2001,Rabi       ,Wheat,3691707,5993596,1.623529711
Madhya Pradesh,2002,Kharif     ,Arhar/Tur,299548,183922,0.613998424
Madhya Pradesh,2002,Kharif     ,Bajra,167581,124680.3,0.744000215
Madhya Pradesh,2002,Kharif     ,Groundnut,204780,126759,0.619000879
Madhya Pradesh,2002,Kharif     ,Maize,848970,1486546,1.750999446
Madhya Pradesh,2002,Kharif     ,Ragi,608,150.3,0.247203947
Madhya Pradesh,2002,Kharif     ,Rice,1671107,1024930,0.613323982
Madhya Pradesh,2002,Kharif     ,Soyabean,4176744,2664763,0.638000079
Madhya Pradesh,2002,Kharif     ,Sunflower,2354,931.04,0.395514019
Madhya Pradesh,2002,Rabi       ,Wheat,3369481,4916044,1.458991459
Madhya Pradesh,2003,Kharif     ,Arhar/Tur,311195,251757,0.809000787
Madhya Pradesh,2003,Kharif     ,Bajra,201165,281430,1.39900082
Madhya Pradesh,2003,Kharif     ,Groundnut,214353,247578,1.15500133
Madhya Pradesh,2003,Kharif     ,Maize,898618,1858342,2.067999973
Madhya Pradesh,2003,Kharif     ,Moong(Green Gram),709,172,0.242595205
Madhya Pradesh,2003,Kharif     ,Ragi,514,136.1,0.264785992
Madhya Pradesh,2003,Kharif     ,Rice,1708583,1743430,1.020395263
Madhya Pradesh,2003,Kharif     ,Soyabean,4198619,4643673,1.106000092
Madhya Pradesh,2003,Kharif     ,Sunflower,1984,1062,0.535282258
Madhya Pradesh,2003,Rabi       ,Masoor,17,8,0.470588235
Madhya Pradesh,2003,Rabi       ,Moong(Green Gram),13,3,0.230769231
Madhya Pradesh,2003,Rabi       ,Wheat,4078974,7357255,1.803702353
Madhya Pradesh,2004,Kharif     ,Arhar/Tur,314422,243677,0.774999841
Madhya Pradesh,2004,Kharif     ,Bajra,184058,248478,1.34999837
Madhya Pradesh,2004,Kharif     ,Groundnut,211696,240698,1.136998337
Madhya Pradesh,2004,Kharif     ,Maize,873546,1222964,1.399999542
Madhya Pradesh,2004,Kharif     ,Ragi,403,112,0.277915633
Madhya Pradesh,2004,Kharif     ,Rice,1675513,1302615,0.777442491
Madhya Pradesh,2004,Kharif     ,Soyabean,4580458,3751395,0.818999978
Madhya Pradesh,2004,Kharif     ,Sunflower,1897,943,0.497100685
Madhya Pradesh,2004,Rabi       ,Masoor,528897,262204,0.495756263
Madhya Pradesh,2004,Rabi       ,Wheat,4188248,7320042,1.747757535
Madhya Pradesh,2005,Kharif     ,Arhar/Tur,319473,237688,0.744000275
Madhya Pradesh,2005,Kharif     ,Bajra,182506,271934,1.490000329
Madhya Pradesh,2005,Kharif     ,Groundnut,204793,226296,1.104998706
Madhya Pradesh,2005,Kharif     ,Maize,852591,1240520,1.455000111
Madhya Pradesh,2005,Kharif     ,Moong(Green Gram),75291,22940,0.304684491
Madhya Pradesh,2005,Kharif     ,Ragi,421,113,0.268408551
Madhya Pradesh,2005,Kharif     ,Rice,1700446,1687475,0.992372001
Madhya Pradesh,2005,Kharif     ,Soyabean,4576216,4805027,1.050000044
Madhya Pradesh,2005,Kharif     ,Sunflower,1098,571,0.52003643
Madhya Pradesh,2005,Rabi       ,Masoor,580847,292290,0.503213411
Madhya Pradesh,2005,Rabi       ,Wheat,3772615,6192368,1.641399401
Madhya Pradesh,2006,Kharif     ,Arhar/Tur,305009,209541,0.6869994
Madhya Pradesh,2006,Kharif     ,Bajra,183115,251783,1.374999317
Madhya Pradesh,2006,Kharif     ,Groundnut,197231,187172,0.94899889
Madhya Pradesh,2006,Kharif     ,Maize,879420,846002,0.961999955
Madhya Pradesh,2006,Kharif     ,Moong(Green Gram),71963,22894,0.318135709
Madhya Pradesh,2006,Kharif     ,Rice,1674013,1389269,0.829903352
Madhya Pradesh,2006,Kharif     ,Soyabean,4691195,4780328,1.019000063
Madhya Pradesh,2006,Kharif     ,Sunflower,848,368,0.433962264
Madhya Pradesh,2006,Rabi       ,Masoor,538670,261123,0.484755045
Madhya Pradesh,2006,Rabi       ,Moong(Green Gram),3039,810,0.266535044
Madhya Pradesh,2006,Rabi       ,Wheat,4262382,7840446,1.839451743
Madhya Pradesh,2007,Kharif     ,Arhar/Tur,300463,193198,0.643000969
Madhya Pradesh,2007,Kharif     ,Bajra,200929,275675,1.37200205
Madhya Pradesh,2007,Kharif     ,Groundnut,201078,186600,0.92799809
Madhya Pradesh,2007,Kharif     ,Maize,841830,1111216,1.320000475
Madhya Pradesh,2007,Kharif     ,Ragi,456,140,0.307017544
Madhya Pradesh,2007,Kharif     ,Rice,1634912,1325175,0.810548213
Madhya Pradesh,2007,Kharif     ,Soyabean,5187928,5359130,1.033000072
Madhya Pradesh,2007,Rabi       ,Masoor,520643,220688,0.423875861
Madhya Pradesh,2007,Rabi       ,Wheat,4089343,6729363,1.645585367
